Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
436,Chris Youngblood,23.0,OKC,SG,14.0,0.0,4.8,0.4,1.1,0.313,0.4,1.1,0.333,0.0,0.1,0.0,0.469,0.4,0.4,1.0,0.1,0.4,0.5,0.1,0.1,0.0,0.0,0.8,1.5,
437,Keshad Johnson,24.0,MIA,SF,5.0,0.0,4.8,0.6,2.8,0.214,0.2,1.4,0.143,0.4,1.4,0.286,0.25,0.0,0.0,,0.2,1.4,1.6,0.0,0.4,0.2,0.2,0.4,1.4,
438,Isaac Jones,25.0,2TM,PF,4.0,1.0,4.5,0.5,1.0,0.5,0.0,0.5,0.0,0.5,0.5,1.0,0.5,0.3,0.5,0.5,0.5,0.0,0.5,0.3,0.0,0.0,0.0,1.0,1.3,
438,Isaac Jones,25.0,SAC,PF,3.0,1.0,5.7,0.3,0.7,0.5,0.0,0.3,0.0,0.3,0.3,1.0,0.5,0.3,0.7,0.5,0.7,0.0,0.7,0.3,0.0,0.0,0.0,1.3,1.0,
438,Isaac Jones,25.0,DET,PF,1.0,0.0,1.0,1.0,2.0,0.5,0.0,1.0,0.0,1.0,1.0,1.0,0.5,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,
439,Johnny Juzang,24.0,MIN,SG,7.0,0.0,3.0,0.4,1.3,0.333,0.3,1.0,0.286,0.1,0.3,0.5,0.444,0.1,0.3,0.5,0.1,0.3,0.4,0.1,0.0,0.0,0.1,0.4,1.3,
440,Tyson Etienne,26.0,BRK,PG,5.0,0.0,5.0,0.4,2.2,0.182,0.4,2.0,0.2,0.0,0.2,0.0,0.273,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1.2,
441,Brooks Barnhizer,23.0,OKC,SG,14.0,0.0,7.4,0.5,1.0,0.5,0.0,0.1,0.0,0.5,0.9,0.538,0.5,0.1,0.3,0.5,0.4,1.6,2.0,0.3,0.1,0.1,0.1,0.7,1.1,
442,Rayan Rupert,21.0,POR,SG,8.0,0.0,6.1,0.4,1.4,0.273,0.1,0.9,0.143,0.3,0.5,0.5,0.318,0.3,0.5,0.5,0.1,1.0,1.1,0.3,0.4,0.0,0.3,1.0,1.1,
443,Jericho Sims,27.0,MIL,C,10.0,0.0,7.3,0.4,0.6,0.667,0.0,0.0,,0.4,0.6,0.667,0.667,0.3,0.4,0.75,0.8,1.0,1.8,0.4,0.1,0.2,0.4,0.6,1.1,
444,Ariel Hukporti,23.0,NYK,C,8.0,2.0,7.0,0.5,1.0,0.5,0.0,0.0,,0.5,1.0,0.5,0.5,0.0,0.0,,0.9,1.3,2.1,0.6,0.1,0.3,0.6,1.1,1.0,
445,Miles Kelly,23.0,DAL,PG,2.0,0.0,5.5,0.5,1.0,0.5,0.0,0.5,0.0,0.5,0.5,1.0,0.5,0.0,0.0,,0.5,1.5,2.0,0.0,0.0,0.0,0.5,1.0,1.0,
446,Jared McCain,21.0,PHI,SG,5.0,0.0,10.0,0.4,3.2,0.125,0.2,1.2,0.167,0.2,2.0,0.1,0.156,0.0,0.0,,0.0,0.8,0.8,0.8,0.2,0.0,0.4,1.2,1.0,
447,Mason Plumlee,35.0,CHO,C,6.0,0.0,5.0,0.3,0.3,1.0,0.0,0.0,,0.3,0.3,1.0,1.0,0.3,0.7,0.5,0.2,0.7,0.8,0.3,0.0,0.0,0.3,0.2,1.0,
448,Jae'Sean Tate,30.0,HOU,SF,8.0,0.0,5.1,0.5,1.4,0.364,0.0,0.4,0.0,0.5,1.0,0.5,0.364,0.0,0.0,,0.1,0.6,0.8,0.1,0.1,0.0,0.1,0.9,1.0,
449,Amari Williams,24.0,BOS,PF,2.0,0.0,3.5,0.5,1.0,0.5,0.0,0.0,,0.5,1.0,0.5,0.5,0.0,0.0,,0.5,0.5,1.0,0.5,0.5,0.0,0.0,0.5,1.0,
450,Jahmir Young,25.0,MIA,PG,2.0,0.0,5.0,0.5,1.5,0.333,0.0,0.5,0.0,0.5,1.0,0.5,0.333,0.0,0.0,,0.0,0.5,0.5,1.0,0.0,0.0,0.5,1.0,1.0,
451,Mohamed Diawara,20.0,NYK,SF,8.0,0.0,2.3,0.4,0.5,0.75,0.1,0.1,1.0,0.3,0.4,0.667,0.875,0.0,0.3,0.0,0.0,0.3,0.3,0.1,0.1,0.1,0.1,0.4,0.9,
452,AJ Johnson,21.0,WAS,SG,8.0,0.0,4.8,0.3,1.4,0.182,0.0,0.3,0.0,0.3,1.1,0.222,0.182,0.4,0.5,0.75,0.3,0.4,0.6,0.5,0.0,0.0,0.1,0.4,0.9,
453,Jonathan Mogbo,24.0,TOR,PF,7.0,0.0,5.0,0.4,0.9,0.5,0.0,0.0,,0.4,0.9,0.5,0.5,0.0,0.0,,0.4,0.9,1.3,0.6,0.1,0.3,0.1,0.6,0.9,
454,Pacome Dadiet,20.0,NYK,SG,5.0,0.0,2.8,0.2,0.8,0.25,0.0,0.2,0.0,0.2,0.6,0.333,0.25,0.4,0.4,1.0,0.0,0.6,0.6,0.4,0.0,0.0,0.0,0.2,0.8,
455,N'Faly Dante,24.0,ATL,C,4.0,0.0,3.8,0.3,1.0,0.25,0.0,0.0,,0.3,1.0,0.25,0.25,0.3,0.3,1.0,0.8,1.0,1.8,0.0,0.5,0.0,0.3,0.3,0.8,
456,Hunter Sallis,22.0,PHI,SG,3.0,0.0,2.3,0.3,0.3,1.0,0.0,0.0,,0.3,0.3,1.0,1.0,0.0,0.0,,0.0,0.3,0.3,0.3,0.0,0.0,0.7,0.3,0.7,
457,Danny Wolf,21.0,BRK,PF,3.0,0.0,2.7,0.0,0.3,0.0,0.0,0.0,,0.0,0.3,0.0,0.0,0.7,0.7,1.0,0.0,0.7,0.7,0.7,0.0,0.0,0.0,0.0,0.7,
458,Thanasis Antetokounmpo,33.0,MIL,SF,4.0,0.0,2.3,0.3,0.5,0.5,0.0,0.0,,0.3,0.5,0.5,0.5,0.0,0.0,,0.0,0.3,0.3,0.0,0.3,0.5,0.0,0.3,0.5,
459,Jase Richardson,20.0,ORL,SG,7.0,0.0,4.3,0.1,0.7,0.2,0.0,0.4,0.0,0.1,0.3,0.5,0.2,0.1,0.3,0.5,0.0,0.1,0.1,0.9,0.0,0.0,0.4,0.1,0.4,
460,Bismack Biyombo,33.0,SAS,C,6.0,0.0,7.7,0.2,0.3,0.5,0.0,0.0,,0.2,0.3,0.5,0.5,0.0,0.0,,0.3,0.7,1.0,0.3,0.5,0.2,0.3,1.5,0.3,
461,Jahmyl Telfort,24.0,LAC,PF,3.0,0.0,5.3,0.0,0.7,0.0,0.0,0.7,0.0,0.0,0.0,,0.0,0.3,1.3,0.25,0.0,0.7,0.7,0.3,0.0,0.0,0.3,0.7,0.3,
462,Jamal Cain,26.0,ORL,SF,2.0,0.0,0.5,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
463,Sharife Cooper,24.0,WAS,PG,2.0,0.0,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,
464,Joe Ingles,38.0,MIN,SF,5.0,0.0,4.6,0.0,0.4,0.0,0.0,0.4,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,1.2,0.2,0.0,0.0,0.4,0.0,
465,Andre Jackson Jr.,24.0,MIL,SG,6.0,0.0,3.7,0.0,0.3,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,,0.2,0.2,0.3,1.0,0.3,0.2,0.3,0.5,0.0,
466,Trey Jemison,26.0,NYK,C,1.0,0.0,8.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,
467,Christian Koloko,25.0,LAL,C,2.0,0.0,3.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.0,
468,Chris Mañon,24.0,LAL,SG,2.0,0.0,3.5,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.5,0.0,1.0,0.0,
469,Orlando Robinson,25.0,ORL,C,1.0,0.0,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,
470,Garrett Temple,39.0,TOR,SG,2.0,0.0,3.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,
471,Hunter Tyson,25.0,DEN,PF,5.0,0.0,3.4,0.0,1.4,0.0,0.0,0.8,0.0,0.0,0.6,0.0,0.0,0.0,0.0,,0.2,1.8,2.0,0.0,0.2,0.0,0.0,0.4,0.0,
,League Average,,,,,,,,,0.468,,,0.357,,,0.547,0.542,,,0.79,,,,,,,,,,
